,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
2927,6474,49664770,2500,1.0,1,600,2,10.0,53,0,0,0,1,0,0,1,0,Midtown,All Midtown,Manhattan
2928,22,61960846,10000,1.0,2,1300,2,18.0,86,0,0,0,0,0,0,0,0,Central Park South,All Midtown,Manhattan
2934,7979,26998106,3950,1.0,1,525,2,22.0,42,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2935,1591,66781900,4500,1.0,1,885,9,12.0,15,0,0,0,1,1,0,0,0,Midtown East,All Midtown,Manhattan
2943,4582,69339033,3800,1.0,1,880,7,18.0,16,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2947,2083,64338690,3200,1.0,1,800,6,2.0,30,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2948,9898,49239817,3295,1.0,1,665,13,5.0,9,1,0,0,0,0,0,1,0,Midtown West,All Midtown,Manhattan
2951,9033,9787710,4895,1.0,1,767,2,16.0,8,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
2952,2502,22755197,7500,1.0,1,750,3,5.0,96,0,1,1,1,1,0,0,1,West Village,All Downtown,Manhattan
2959,2794,89197252,3400,1.0,1,667,2,12.0,9,0,1,0,1,1,1,1,1,Midtown West,All Midtown,Manhattan
2960,1007,20761311,7900,1.0,1,860,8,10.0,7,0,0,1,1,1,1,0,0,West Village,All Downtown,Manhattan
2963,3443,71488746,2495,1.0,1,650,6,3.0,86,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2964,8904,1432700,2500,1.0,1,672,4,4.0,107,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
2968,682,59789942,4800,1.0,1,800,5,14.0,29,0,0,0,0,0,1,1,0,Midtown East,All Midtown,Manhattan
2971,4577,66540513,4595,1.0,1,1037,7,18.0,12,1,0,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
2973,6868,50130886,3600,1.0,1,621,6,14.0,37,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2977,8941,67242797,3000,1.0,1,600,2,14.0,89,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
2987,2493,83895297,5300,1.0,1,925,4,18.0,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2997,7769,71977815,5495,1.0,1,900,4,11.0,7,1,0,0,0,0,1,1,0,Tribeca,All Downtown,Manhattan
3003,6692,17183665,5700,1.0,1,860,2,20.0,30,0,1,0,1,1,0,0,1,Flatiron,All Downtown,Manhattan
3004,2501,92480330,3300,1.0,1,885,1,4.0,106,0,0,1,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
3006,8813,64460629,2675,1.0,1,550,8,17.0,32,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3014,1731,61396455,2300,1.0,1,535,3,1.0,106,0,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
3016,3277,57327522,5900,1.0,1,1048,2,57.0,30,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
3018,514,1960801,3300,1.0,1,673,2,5.0,27,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3019,9897,26525530,7950,1.0,2,1321,3,4.0,116,0,0,0,0,0,1,0,0,Chelsea,All Downtown,Manhattan
3021,5875,20443692,2675,1.0,1,624,6,2.0,9,0,0,1,1,1,1,0,1,East Harlem,All Upper Manhattan,Manhattan
3022,7923,67734427,4500,1.0,1,669,2,18.0,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3023,2946,32844845,2600,1.0,1,650,2,5.0,115,0,0,0,1,1,0,0,0,Midtown,All Midtown,Manhattan
3026,764,10879123,2400,1.0,1,875,3,2.0,85,1,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
3027,10372,83895297,3380,1.0,1,594,4,12.0,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3028,347,20094804,5495,1.0,1,820,1,23.0,76,1,0,0,0,0,0,0,0,Central Park South,All Midtown,Manhattan
3030,1237,71530825,4800,1.0,1,1001,2,6.0,57,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3032,4829,39401895,3750,1.0,1,667,4,18.0,20,0,1,1,1,1,1,0,0,Upper East Side,All Upper East Side,Manhattan
3035,5815,74148646,3615,1.0,1,661,6,7.0,14,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3044,9824,35809557,5100,1.0,1,875,2,39.0,38,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3051,6527,9163439,3300,1.0,1,596,2,5.0,120,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
3052,872,36474106,3995,1.0,1,872,3,19.0,85,0,0,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
3054,233,60488407,4175,1.0,1,885,6,6.0,60,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3055,2362,83895297,3100,1.0,1,594,4,9.0,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3056,10803,80330303,6100,1.0,2,912,2,3.0,124,1,0,1,0,1,1,0,0,West Village,All Downtown,Manhattan
3063,2709,11381726,3650,1.0,1,750,4,1.0,89,1,1,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
3069,10161,37809936,3425,1.0,1,681,1,15.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3077,11030,22895768,7500,1.0,1,942,3,15.0,75,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3085,6398,76157314,3150,1.0,1,694,5,4.0,18,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
3087,7744,93139463,4800,1.0,1,1100,10,15.0,53,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3090,7219,5894112,4650,1.0,1,704,2,6.0,32,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3097,5203,2849860,4180,1.0,1,973,7,15.0,39,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3099,4991,50334625,3840,1.0,1,618,4,31.0,43,1,0,0,1,0,0,0,1,Financial District,All Downtown,Manhattan
3100,9846,89197252,3800,1.0,1,670,2,28.0,9,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3101,10821,43473685,3500,1.0,1,700,3,8.0,11,1,1,0,0,1,1,0,1,Midtown South,All Midtown,Manhattan
3108,714,76149482,3350,1.0,1,638,2,23.0,28,0,0,1,1,1,0,0,0,Midtown West,All Midtown,Manhattan
3116,3615,88062922,3700,1.0,1,704,10,4.0,9,0,0,0,0,0,1,0,0,Gramercy Park,All Downtown,Manhattan
3120,6632,81009422,4320,1.0,1,704,2,3.0,0,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3123,10018,37773081,3950,1.0,1,750,2,7.0,91,0,0,0,0,0,0,0,0,Morningside Heights,All Upper Manhattan,Manhattan
3127,6633,27009119,3800,1.0,1,600,1,9.0,31,0,0,1,0,0,0,1,0,Flatiron,All Downtown,Manhattan
3129,4071,46864383,1625,1.0,1,550,4,6.0,96,1,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
3130,10548,2849860,3310,1.0,1,617,7,28.0,39,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3132,1873,49664770,2650,1.0,1,590,2,7.0,53,0,0,0,1,0,0,1,0,Midtown,All Midtown,Manhattan
3134,1294,88913047,4300,1.0,1,520,2,4.0,106,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
3138,7004,57342866,2000,1.0,1,632,5,1.0,58,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
3146,1602,71396868,2800,1.0,1,432,4,8.0,111,0,0,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
3147,10810,53313127,2000,1.0,1,500,2,2.0,116,0,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
3154,5443,25701472,3800,1.0,1,633,6,25.0,28,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3162,6937,71350372,3900,1.0,1,700,2,10.0,57,1,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
3166,165,43951475,3750,1.0,1,657,9,22.0,28,1,0,0,1,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3169,1169,41713885,4395,1.0,1,788,3,9.0,10,0,1,1,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
3174,3629,88341214,3800,1.0,1,680,12,3.0,8,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3177,284,55944355,4685,1.0,1,664,2,19.0,13,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3178,8447,93049001,3410,1.0,1,850,3,6.0,66,0,1,1,1,1,1,0,1,Chelsea,All Downtown,Manhattan
3180,2908,19335948,3500,1.0,1,681,3,3.0,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3182,8945,46529611,4250,1.0,1,1021,7,9.0,53,1,1,0,0,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
3186,2098,34117073,3495,1.0,1,640,2,9.0,90,0,1,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
3198,6583,89313068,5200,1.0,1,850,1,29.0,51,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
3200,688,70308896,5200,1.0,1,1060,2,18.0,57,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
3201,8725,28946905,4262,1.0,1,739,1,11.0,29,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
3204,2195,97059304,2975,1.0,1,650,1,2.0,89,0,0,1,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
3205,11094,36342618,2700,1.0,1,550,5,4.0,1,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3206,3198,54696794,3620,1.0,1,660,10,8.0,16,1,1,1,0,1,1,0,0,Midtown West,All Midtown,Manhattan
3212,1666,29790601,2950,1.0,1,737,7,3.0,12,0,0,0,0,1,0,0,0,Roosevelt Island,All Upper East Side,Manhattan
3213,8120,97509633,2700,1.0,1,750,1,2.0,9,1,0,0,1,1,1,0,0,East Harlem,All Upper Manhattan,Manhattan
3217,5919,36677865,5000,1.0,1,747,2,46.0,6,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
3225,3831,75848925,3900,1.0,1,723,0,27.0,87,0,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan
3228,7571,81758515,5075,1.0,1,717,3,4.0,11,1,1,1,0,0,1,0,0,Flatiron,All Downtown,Manhattan
3231,474,20979506,3000,1.0,1,550,5,2.0,30,0,0,0,0,1,0,0,0,Battery Park City,All Downtown,Manhattan
3234,4934,72754608,3700,1.0,1,845,7,32.0,41,0,0,0,1,1,0,0,0,Upper East Side,All Upper East Side,Manhattan
3235,1402,72623879,5200,1.0,1,850,2,26.0,22,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3237,7105,33827654,6895,1.0,1,1200,1,3.0,101,0,0,0,0,1,1,1,0,Soho,All Downtown,Manhattan
3238,2723,88881847,2550,1.0,1,700,4,6.0,43,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3246,586,88770113,2377,1.0,1,720,5,12.0,7,1,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
3247,7129,95378356,3300,1.0,1,730,9,9.0,57,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3249,981,32621193,4134,1.0,1,831,4,11.0,57,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3256,6641,59140047,3750,1.0,1,684,5,7.0,15,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
3258,1257,70819270,3750,1.0,1,642,7,14.0,9,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
3259,8017,15098019,3375,1.0,1,620,10,20.0,29,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3268,3249,29737142,5000,1.0,1,664,1,4.0,1,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
3273,6700,27404787,3387,1.0,1,750,6,2.0,106,0,1,1,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
3276,7604,21179223,3475,1.0,1,585,6,4.0,113,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3277,10547,7258377,4245,1.0,1,641,4,19.0,16,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
3279,917,49239817,3800,1.0,1,700,13,21.0,9,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3283,3333,24236066,4900,1.0,2,1011,3,24.0,29,0,0,0,0,0,0,1,0,Financial District,All Downtown,Manhattan
3286,3701,55466576,4650,1.0,1,677,4,1.0,29,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
3288,1362,36677865,3900,1.0,1,606,2,51.0,6,1,0,0,1,0,0,0,0,Financial District,All Downtown,Manhattan
3297,5213,93814173,5380,1.0,1,850,2,15.0,11,0,0,0,0,0,1,0,0,Midtown,All Midtown,Manhattan
3298,5535,71691994,4564,1.0,1,607,3,2.0,16,1,0,1,1,1,1,0,1,Chelsea,All Downtown,Manhattan
3302,1261,40263491,6996,1.0,1,1104,1,4.0,3,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3303,1986,58656833,3600,1.0,1,685,5,10.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3309,5551,81009422,4050,1.0,1,594,2,15.0,0,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3317,10450,50621118,2700,1.0,1,600,3,2.0,106,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3322,204,18865115,3500,1.0,1,704,6,5.0,30,0,1,1,1,1,1,0,1,Battery Park City,All Downtown,Manhattan
3325,8772,25324843,2500,1.0,1,600,5,3.0,116,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3326,3004,59140047,3750,1.0,1,685,5,9.0,15,0,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
3329,4607,86517458,2800,1.0,1,630,5,17.0,46,0,0,0,1,1,1,0,0,Midtown East,All Midtown,Manhattan
3332,9741,58656833,3345,1.0,1,665,5,17.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3334,9295,20979506,3900,1.0,1,650,5,3.0,30,0,0,0,1,1,0,0,0,Battery Park City,All Downtown,Manhattan
3337,8861,30462136,3100,1.0,1,704,1,5.0,30,0,1,1,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
3339,5218,40895680,4300,1.0,1,931,2,2.0,84,0,0,0,0,1,1,0,0,Midtown West,All Midtown,Manhattan
3341,10380,2849860,3705,1.0,1,809,7,21.0,39,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3354,2998,80596746,3250,1.0,1,700,6,9.0,87,0,1,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
3361,8394,77635520,4000,1.0,1,740,15,30.0,43,1,0,0,0,1,0,0,0,Midtown East,All Midtown,Manhattan
3365,11271,90892209,2995,1.0,1,999,4,4.0,106,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3366,4057,62297362,3250,1.0,1,727,12,19.0,32,0,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
3369,8886,33789277,2095,1.0,1,700,5,1.0,77,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
3371,2232,62585965,5900,1.0,1,986,5,30.0,3,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3375,2016,59414256,4600,1.0,1,1045,1,26.0,88,0,1,1,1,1,1,0,1,Financial District,All Downtown,Manhattan
3376,3236,53165651,2000,1.0,1,600,3,2.0,116,0,0,0,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
3379,10244,36199025,3910,1.0,1,623,8,25.0,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3383,9031,9787710,4335,1.0,1,542,2,28.0,8,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
3392,9294,35216873,13500,1.0,2,1287,1,40.0,3,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
3395,168,23591842,3200,1.0,1,700,6,12.0,53,0,0,1,0,1,0,0,1,Midtown East,All Midtown,Manhattan
3403,6495,36461750,4375,1.0,1,750,4,2.0,180,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
3407,8020,15098019,3500,1.0,1,686,10,24.0,29,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3421,9818,67185819,3550,1.0,1,645,2,10.0,30,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3424,6262,91440509,4412,1.0,1,668,2,14.0,16,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3425,4174,44045324,2500,1.0,1,650,4,4.0,96,1,1,0,0,0,0,0,1,Midtown West,All Midtown,Manhattan
3433,1984,33290574,5295,1.0,1,700,2,6.0,4,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
3439,3231,67185819,3100,1.0,1,610,2,8.0,30,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3449,114,36677865,4290,1.0,1,732,2,45.0,6,0,0,1,0,0,0,0,0,Financial District,All Downtown,Manhattan
3451,3509,66540513,3400,1.0,1,721,7,11.0,12,0,0,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
3452,5267,44237756,2800,1.0,1,650,4,2.0,106,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3456,8650,21289071,3950,1.0,1,746,1,4.0,29,0,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
3458,11178,76516983,5295,1.0,1,590,3,3.0,2,1,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3461,8036,17340497,3650,1.0,1,650,43,20.0,14,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3470,2876,62585965,5100,1.0,1,750,5,20.0,3,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3476,7041,41878042,4500,1.0,1,778,6,4.0,2,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
3478,8942,68568907,3775,1.0,1,682,4,12.0,7,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3485,8173,78430250,5250,1.0,1,973,2,34.0,34,0,0,0,1,0,0,0,0,Midtown,All Midtown,Manhattan
3487,6677,59140047,3800,1.0,1,684,5,10.0,15,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
3488,6052,4118838,3495,1.0,1,712,8,5.0,12,0,1,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3490,875,67734427,4825,1.0,1,710,2,26.0,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3494,2367,81409333,5000,1.0,1,635,8,11.0,10,1,0,0,0,0,0,1,0,Chelsea,All Downtown,Manhattan
3496,10615,32083351,4000,1.0,2,893,1,1.0,77,0,0,1,0,0,1,0,0,Chelsea,All Downtown,Manhattan
3499,11239,86020250,4000,1.0,2,890,9,3.0,106,0,0,0,1,1,0,0,0,Gramercy Park,All Downtown,Manhattan
3500,2527,11636962,3100,1.0,1,600,3,5.0,116,0,1,0,1,1,1,0,1,Lower East Side,All Downtown,Manhattan
3506,3327,7258377,4040,1.0,1,630,4,5.0,16,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
3509,506,37192392,4400,1.0,1,800,2,34.0,8,0,1,1,1,1,1,0,1,Financial District,All Downtown,Manhattan
3510,6673,37809936,3645,1.0,1,681,1,6.0,19,1,1,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan
3516,6420,32577147,4660,1.0,1,744,4,4.0,2,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3521,6785,29204811,6000,1.0,1,982,7,41.0,6,0,0,0,1,1,0,0,0,Midtown South,All Midtown,Manhattan
3525,643,91440509,4181,1.0,1,586,2,33.0,16,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3526,10958,87155584,3461,1.0,1,788,7,6.0,29,1,0,0,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
3530,10783,21289071,3500,1.0,1,800,1,18.0,29,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
3535,5503,36810942,3595,1.0,1,625,8,2.0,106,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3544,8069,77022425,2500,1.0,1,599,8,5.0,29,0,1,0,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
3553,3945,79496356,3575,1.0,1,650,12,28.0,36,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3554,4419,99811526,2150,1.0,1,400,2,2.0,116,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
3557,9609,65350613,3450,1.0,1,746,2,12.0,90,1,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan
3562,4074,71691994,4232,1.0,1,556,3,5.0,16,1,1,1,1,1,0,0,1,Chelsea,All Downtown,Manhattan
3563,10022,37601919,3250,1.0,1,600,10,4.0,105,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3564,711,40948973,3670,1.0,1,687,10,8.0,7,1,0,0,0,0,1,1,0,Midtown West,All Midtown,Manhattan
3566,1527,43138506,5500,1.0,1,1100,4,7.0,31,0,0,1,1,1,0,0,1,Midtown East,All Midtown,Manhattan
3569,8039,18703747,5650,1.0,1,850,2,6.0,85,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
3570,589,67242797,3500,1.0,1,600,2,16.0,89,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
3575,8268,70711994,2750,1.0,1,480,1,5.0,103,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
3580,8948,32621193,4569,1.0,1,920,4,6.0,57,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3583,4099,93637951,3500,1.0,1,950,3,4.0,136,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
3584,6364,58993577,3275,1.0,1,708,14,8.0,30,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3586,2700,81477521,2600,1.0,1,700,10,4.0,36,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3589,840,79322170,3795,1.0,1,600,4,3.0,116,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
3594,4269,29737142,5510,1.0,1,839,1,5.0,1,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
3595,9862,72510033,4995,1.0,1,840,4,14.0,51,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3597,2187,65918872,4400,1.0,1,767,3,9.0,11,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3600,1433,70711994,2850,1.0,1,488,1,14.0,103,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
3607,7758,9951316,2750,1.0,1,400,5,4.0,96,0,1,0,1,0,0,0,1,West Village,All Downtown,Manhattan
3608,2822,37204663,3600,1.0,1,763,10,10.0,27,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3610,241,71024940,2300,1.0,1,443,2,6.0,9,0,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
3611,5271,5157039,2850,1.0,1,750,1,2.0,96,0,0,1,0,1,0,0,0,Midtown West,All Midtown,Manhattan
3616,11211,14686975,3125,1.0,1,612,8,15.0,18,1,0,0,0,1,1,1,0,Upper East Side,All Upper East Side,Manhattan
3618,6663,36199025,4010,1.0,1,709,8,14.0,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3619,4219,13541245,1775,1.0,1,550,8,4.0,96,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
3620,4030,4907158,1795,1.0,1,400,6,4.0,96,0,0,0,0,0,0,0,0,Chinatown,All Downtown,Manhattan
3621,2613,57327522,3700,1.0,1,808,2,51.0,30,0,1,0,1,1,0,0,1,Midtown,All Midtown,Manhattan
3628,223,23640165,3540,1.0,1,604,2,4.0,89,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3630,5262,40560067,2199,1.0,1,500,5,3.0,96,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3631,3840,18700626,2995,1.0,1,350,1,4.0,116,0,0,0,0,0,1,0,0,West Village,All Downtown,Manhattan
3636,10861,50798305,3450,1.0,1,639,3,16.0,30,1,1,0,1,1,0,0,1,Midtown South,All Midtown,Manhattan
3637,3400,86235810,4995,1.0,1,785,4,5.0,52,0,0,0,1,1,0,0,0,West Village,All Downtown,Manhattan
3640,4132,11946614,6830,1.0,1,950,1,8.0,116,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
3642,11128,21416871,2999,1.0,1,900,6,4.0,115,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3644,2858,76909719,4695,1.0,1,950,2,28.0,29,0,0,0,1,1,0,0,1,Midtown,All Midtown,Manhattan
3646,5447,78923604,2995,1.0,1,616,9,6.0,105,0,0,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
3652,8249,8168447,4850,1.0,1,700,4,20.0,24,1,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
3655,489,49239817,4000,1.0,1,800,13,38.0,9,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3658,8515,64460629,3300,1.0,1,725,8,18.0,32,1,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
3659,11340,34603884,3295,1.0,1,1086,11,4.0,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
3665,265,81758515,4550,1.0,1,662,3,11.0,11,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3666,10272,38383823,3325,1.0,1,1200,6,4.0,86,0,0,0,0,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
3673,1753,60982217,5950,1.0,2,900,1,44.0,29,0,0,0,1,1,0,0,0,Midtown West,All Midtown,Manhattan
3679,951,84573052,5550,1.0,1,813,2,9.0,9,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
3685,5928,10854664,4550,1.0,1,800,4,17.0,51,0,0,0,1,0,0,0,0,Flatiron,All Downtown,Manhattan
3687,10319,37773081,3195,1.0,1,750,2,13.0,91,0,1,0,1,1,1,1,1,Morningside Heights,All Upper Manhattan,Manhattan
3689,6671,37809936,3645,1.0,1,666,1,6.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3700,6322,22398211,3300,1.0,1,700,7,5.0,116,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3707,3105,50130886,3950,1.0,1,642,6,34.0,37,0,1,0,1,1,1,0,1,Midtown East,All Midtown,Manhattan
3709,7127,50535079,2150,1.0,1,700,10,2.0,106,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
3710,7395,12717179,3700,1.0,1,795,1,8.0,104,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
3715,1684,96633238,4500,1.0,1,760,1,3.0,64,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
