hotel,reservation_status,arrival date,arrival day of week,number of special requests
Resort Hotel,Check-Out,12/22/15,Tue,0
City Hotel,Check-Out,12/28/16,Wed,0
Resort Hotel,Check-Out,4/29/17,Sat,0
City Hotel,Canceled,3/21/16,Mon,1
City Hotel,Canceled,8/11/17,Fri,1
Resort Hotel,Check-Out,6/8/17,Thu,0
City Hotel,Canceled,2/11/16,Thu,0
Resort Hotel,Check-Out,5/23/16,Mon,0
City Hotel,Check-Out,6/24/16,Fri,1
Resort Hotel,Canceled,10/19/15,Mon,0
Resort Hotel,Check-Out,5/11/17,Thu,2
City Hotel,Check-Out,6/15/16,Wed,0
City Hotel,Canceled,6/5/17,Mon,0
City Hotel,Canceled,6/9/16,Thu,0
City Hotel,Check-Out,12/19/16,Mon,0
City Hotel,Canceled,5/13/17,Sat,1
Resort Hotel,Check-Out,4/27/16,Wed,0
City Hotel,Check-Out,10/7/15,Wed,0
City Hotel,Check-Out,4/21/17,Fri,0
Resort Hotel,Canceled,7/26/17,Wed,1
City Hotel,Check-Out,2/26/16,Fri,0
Resort Hotel,Check-Out,2/6/17,Mon,0
Resort Hotel,Check-Out,3/1/17,Wed,2
Resort Hotel,Canceled,3/7/17,Tue,0
Resort Hotel,Canceled,6/28/16,Tue,0
City Hotel,Check-Out,8/19/16,Fri,0
City Hotel,Canceled,1/27/16,Wed,0
City Hotel,Canceled,3/17/16,Thu,0
Resort Hotel,,9/13/16,Tue,0
City Hotel,Canceled,10/13/16,Thu,1
Resort Hotel,Canceled,7/29/17,Sat,1
Resort Hotel,Check-Out,3/25/16,Fri,2
Resort Hotel,Check-Out,8/21/15,Fri,0
Resort Hotel,Canceled,4/29/16,Fri,0
City Hotel,Check-Out,2/15/17,Wed,2
Resort Hotel,Check-Out,7/5/16,Tue,2
Resort Hotel,Check-Out,11/10/16,Thu,3
Resort Hotel,Check-Out,3/21/16,Mon,0
City Hotel,Check-Out,3/10/16,Thu,1
Resort Hotel,Check-Out,3/14/16,Mon,1
City Hotel,Check-Out,10/1/16,Sat,0
Resort Hotel,Canceled,11/20/15,Fri,1
Resort Hotel,Canceled,10/9/16,Sun,0
City Hotel,Check-Out,12/5/16,Mon,0
Resort Hotel,Check-Out,7/3/15,Fri,0
City Hotel,Canceled,10/13/16,Thu,0
City Hotel,Canceled,4/15/17,Sat,0
City Hotel,Check-Out,1/21/17,Sat,0
Resort Hotel,,9/19/16,Mon,0
Resort Hotel,Check-Out,10/24/16,Mon,2
City Hotel,Check-Out,4/23/17,Sun,0
City Hotel,Check-Out,8/20/16,Sat,0
City Hotel,Check-Out,5/22/17,Mon,2
Resort Hotel,Check-Out,6/12/16,Sun,0
City Hotel,Check-Out,7/13/16,Wed,0
City Hotel,Check-Out,3/3/17,Fri,1
Resort Hotel,Check-Out,12/5/15,Sat,2
Resort Hotel,,9/17/16,Sat,0
City Hotel,Canceled,3/9/17,Thu,1
Resort Hotel,Canceled,7/15/17,Sat,1
City Hotel,Canceled,8/3/17,Thu,0
City Hotel,Check-Out,9/27/15,Sun,0
Resort Hotel,Check-Out,3/13/17,Mon,1
City Hotel,Check-Out,7/28/17,Fri,1
Resort Hotel,Canceled,4/22/16,Fri,0
City Hotel,Canceled,5/8/16,Sun,1
Resort Hotel,Check-Out,7/16/17,Sun,0
City Hotel,Canceled,6/17/16,Fri,0
Resort Hotel,Canceled,11/17/16,Thu,0
Resort Hotel,Canceled,5/4/17,Thu,1
City Hotel,Check-Out,10/28/15,Wed,0
City Hotel,Canceled,4/5/17,Wed,0
City Hotel,Canceled,5/25/17,Thu,2
Resort Hotel,Canceled,7/15/15,Wed,0
City Hotel,Check-Out,11/5/16,Sat,1
City Hotel,Check-Out,8/4/16,Thu,0
Resort Hotel,Canceled,4/16/16,Sat,0
City Hotel,Canceled,11/16/16,Wed,1
City Hotel,Check-Out,6/17/16,Fri,2
City Hotel,Check-Out,6/26/17,Mon,0
Resort Hotel,Check-Out,10/12/15,Mon,0
City Hotel,Canceled,4/27/17,Thu,2
City Hotel,Check-Out,10/14/15,Wed,0
City Hotel,Check-Out,11/11/16,Fri,0
City Hotel,Check-Out,1/27/17,Fri,0
Resort Hotel,Check-Out,3/27/16,Sun,0
City Hotel,Canceled,12/26/16,Mon,0
City Hotel,Check-Out,6/29/16,Wed,0
City Hotel,Check-Out,8/3/16,Wed,0
City Hotel,,9/6/16,Tue,1
City Hotel,Canceled,4/19/16,Tue,0
Resort Hotel,Check-Out,10/16/16,Sun,1
City Hotel,Check-Out,3/3/17,Fri,1
Resort Hotel,Canceled,10/8/15,Thu,1
City Hotel,,9/4/16,Sun,2
City Hotel,Canceled,6/11/17,Sun,0
Resort Hotel,Check-Out,4/7/16,Thu,0
City Hotel,Check-Out,5/28/17,Sun,0
City Hotel,Check-Out,3/8/17,Wed,0
City Hotel,Canceled,10/1/15,Thu,0
City Hotel,Check-Out,8/6/16,Sat,1
City Hotel,Check-Out,8/28/17,Mon,1
City Hotel,Check-Out,7/6/16,Wed,0
City Hotel,,9/12/16,Mon,1
Resort Hotel,Check-Out,2/4/17,Sat,0
City Hotel,Check-Out,1/17/17,Tue,0
City Hotel,Check-Out,1/17/16,Sun,0
City Hotel,Check-Out,9/24/15,Thu,2
City Hotel,Canceled,10/15/15,Thu,0
City Hotel,Check-Out,2/17/16,Wed,0
City Hotel,Check-Out,5/26/16,Thu,0
City Hotel,Canceled,6/23/16,Thu,0
City Hotel,Check-Out,10/30/15,Fri,0
City Hotel,Check-Out,7/3/17,Mon,1
Resort Hotel,Check-Out,3/19/16,Sat,1
Resort Hotel,Check-Out,10/9/15,Fri,2
City Hotel,Check-Out,2/24/16,Wed,0
Resort Hotel,Canceled,4/14/17,Fri,0
City Hotel,Check-Out,8/25/17,Fri,3
City Hotel,Canceled,4/6/17,Thu,1
Resort Hotel,Check-Out,8/11/17,Fri,0
City Hotel,Canceled,8/6/17,Sun,1
Resort Hotel,Check-Out,6/1/17,Thu,0
Resort Hotel,Check-Out,7/15/15,Wed,0
Resort Hotel,Canceled,7/30/17,Sun,1
City Hotel,Check-Out,7/1/16,Fri,0
City Hotel,Canceled,7/7/16,Thu,0
City Hotel,Check-Out,7/16/16,Sat,1
Resort Hotel,Check-Out,2/6/17,Mon,1
City Hotel,Check-Out,4/6/16,Wed,0
Resort Hotel,Check-Out,2/6/17,Mon,0
City Hotel,Canceled,11/3/16,Thu,0
City Hotel,Canceled,11/10/16,Thu,0
City Hotel,Canceled,10/21/16,Fri,1
City Hotel,Canceled,3/4/16,Fri,0
City Hotel,Check-Out,5/21/16,Sat,1
Resort Hotel,Canceled,11/11/15,Wed,0
Resort Hotel,Canceled,4/13/16,Wed,2
City Hotel,Canceled,10/7/16,Fri,0
City Hotel,Check-Out,8/2/17,Wed,0
City Hotel,Check-Out,12/7/16,Wed,1
Resort Hotel,Check-Out,1/7/16,Thu,0
City Hotel,Canceled,12/5/15,Sat,1
City Hotel,Check-Out,7/6/16,Wed,0
City Hotel,Check-Out,4/15/16,Fri,0
City Hotel,Check-Out,5/25/17,Thu,0
City Hotel,Check-Out,8/8/15,Sat,0
City Hotel,Check-Out,11/25/16,Fri,3
City Hotel,Canceled,1/27/16,Wed,0
City Hotel,Check-Out,5/25/16,Wed,0
City Hotel,Canceled,8/13/16,Sat,1
Resort Hotel,Canceled,6/26/17,Mon,0
Resort Hotel,Check-Out,8/5/17,Sat,0
City Hotel,Canceled,10/10/15,Sat,1
City Hotel,Check-Out,6/26/16,Sun,0
Resort Hotel,Check-Out,3/14/16,Mon,1
City Hotel,Check-Out,8/28/17,Mon,2
City Hotel,Canceled,4/9/17,Sun,0
City Hotel,Canceled,7/20/17,Thu,3
City Hotel,Canceled,4/27/17,Thu,0
Resort Hotel,Canceled,3/19/16,Sat,0
City Hotel,Check-Out,7/29/16,Fri,2
City Hotel,Check-Out,5/1/17,Mon,2
Resort Hotel,Check-Out,3/9/16,Wed,1
City Hotel,Canceled,6/15/16,Wed,2
City Hotel,Check-Out,6/27/17,Tue,1
Resort Hotel,Canceled,8/6/17,Sun,1
City Hotel,Check-Out,4/20/17,Thu,1
City Hotel,Canceled,8/20/15,Thu,0
City Hotel,Canceled,7/19/16,Tue,0
City Hotel,Check-Out,11/1/16,Tue,1
City Hotel,Canceled,11/17/15,Tue,0
City Hotel,Check-Out,7/26/16,Tue,0
City Hotel,Check-Out,3/16/17,Thu,0
City Hotel,Check-Out,11/24/16,Thu,2
City Hotel,Check-Out,8/6/16,Sat,1
City Hotel,Check-Out,10/2/15,Fri,0
Resort Hotel,Canceled,2/26/16,Fri,0
City Hotel,Canceled,8/13/15,Thu,0
City Hotel,Check-Out,9/21/15,Mon,0
Resort Hotel,,9/4/16,Sun,1
City Hotel,Canceled,8/6/15,Thu,0
City Hotel,Canceled,12/9/15,Wed,0
City Hotel,Canceled,2/21/16,Sun,0
Resort Hotel,Canceled,8/3/17,Thu,1
City Hotel,Check-Out,10/9/16,Sun,0
City Hotel,Check-Out,1/4/17,Wed,1
City Hotel,Canceled,6/29/17,Thu,1
City Hotel,Check-Out,10/20/15,Tue,0
City Hotel,Check-Out,8/7/16,Sun,1
City Hotel,Check-Out,11/14/16,Mon,0
City Hotel,,9/3/16,Sat,0
City Hotel,Check-Out,10/6/16,Thu,3
City Hotel,Check-Out,9/17/15,Thu,0
City Hotel,Canceled,9/21/15,Mon,1
City Hotel,Check-Out,11/4/16,Fri,0
City Hotel,Check-Out,7/7/16,Thu,0
City Hotel,Check-Out,3/1/17,Wed,0
City Hotel,Check-Out,5/5/17,Fri,1
City Hotel,Check-Out,4/2/16,Sat,0
Resort Hotel,Canceled,10/4/15,Sun,0
Resort Hotel,Check-Out,11/21/15,Sat,0
City Hotel,Canceled,7/21/15,Tue,0
City Hotel,Canceled,4/6/17,Thu,0
Resort Hotel,Check-Out,7/15/16,Fri,0
City Hotel,Check-Out,6/8/17,Thu,1
Resort Hotel,Check-Out,4/16/17,Sun,1
Resort Hotel,Check-Out,3/30/16,Wed,0
Resort Hotel,Check-Out,10/12/15,Mon,1
City Hotel,Canceled,4/14/17,Fri,0
Resort Hotel,,9/5/16,Mon,3
City Hotel,Canceled,6/12/16,Sun,0
City Hotel,,9/1/16,Thu,2
City Hotel,Check-Out,4/5/17,Wed,1
City Hotel,Check-Out,11/10/16,Thu,1
City Hotel,Canceled,8/7/15,Fri,0
City Hotel,Canceled,6/8/17,Thu,1
City Hotel,Check-Out,6/21/16,Tue,1
City Hotel,Check-Out,4/28/16,Thu,0
Resort Hotel,Canceled,7/31/16,Sun,1
Resort Hotel,Canceled,8/20/16,Sat,1
City Hotel,Check-Out,8/24/16,Wed,0
City Hotel,Check-Out,11/14/16,Mon,0
City Hotel,Check-Out,5/9/16,Mon,0
City Hotel,Check-Out,1/30/16,Sat,1
Resort Hotel,Canceled,8/24/16,Wed,0
City Hotel,Check-Out,3/6/17,Mon,0
City Hotel,Check-Out,10/21/16,Fri,0
City Hotel,Check-Out,7/1/16,Fri,0
City Hotel,Canceled,5/19/17,Fri,0
City Hotel,Canceled,7/28/16,Thu,2
Resort Hotel,Check-Out,10/24/16,Mon,0
City Hotel,Check-Out,2/10/17,Fri,1
City Hotel,Check-Out,4/13/16,Wed,0
City Hotel,Check-Out,4/23/16,Sat,0
City Hotel,Check-Out,7/1/15,Wed,0
Resort Hotel,Check-Out,6/16/17,Fri,2
Resort Hotel,Canceled,5/12/16,Thu,1
City Hotel,Check-Out,2/24/16,Wed,1
City Hotel,Canceled,4/6/16,Wed,0
Resort Hotel,Check-Out,8/30/17,Wed,0
Resort Hotel,Canceled,7/13/15,Mon,0
City Hotel,Check-Out,12/7/16,Wed,2
City Hotel,Check-Out,6/13/17,Tue,0
Resort Hotel,Check-Out,10/24/15,Sat,0
City Hotel,Canceled,2/26/16,Fri,0
City Hotel,Check-Out,10/23/16,Sun,3
City Hotel,Check-Out,12/28/16,Wed,0
City Hotel,Check-Out,5/5/17,Fri,0
City Hotel,Canceled,3/23/17,Thu,0
Resort Hotel,Check-Out,4/19/16,Tue,1
Resort Hotel,Check-Out,5/17/17,Wed,0
City Hotel,Canceled,10/31/15,Sat,0
Resort Hotel,Canceled,10/27/16,Thu,0
Resort Hotel,Canceled,8/16/17,Wed,2
City Hotel,Canceled,11/25/15,Wed,0
City Hotel,Check-Out,4/30/16,Sat,2
City Hotel,Check-Out,6/9/17,Fri,2
Resort Hotel,Check-Out,2/19/17,Sun,0
City Hotel,Check-Out,8/15/16,Mon,0
City Hotel,Check-Out,5/3/16,Tue,1
City Hotel,Canceled,6/17/17,Sat,0
Resort Hotel,Canceled,3/24/16,Thu,0
Resort Hotel,Check-Out,2/22/17,Wed,2
City Hotel,Check-Out,7/14/17,Fri,0
City Hotel,Canceled,3/3/16,Thu,2
City Hotel,Check-Out,6/5/17,Mon,0
City Hotel,Canceled,10/16/15,Fri,0
City Hotel,Check-Out,5/17/16,Tue,0
City Hotel,Canceled,12/1/16,Thu,2
Resort Hotel,Canceled,8/24/17,Thu,3
Resort Hotel,Check-Out,7/2/16,Sat,0
City Hotel,Check-Out,5/14/17,Sun,2
City Hotel,Canceled,6/24/17,Sat,0
City Hotel,Canceled,5/4/17,Thu,0
City Hotel,Check-Out,7/14/17,Fri,1
City Hotel,Check-Out,2/28/17,Tue,1
Resort Hotel,Canceled,2/10/17,Fri,2
Resort Hotel,Canceled,6/8/16,Wed,0
Resort Hotel,Check-Out,3/11/16,Fri,0
City Hotel,Check-Out,3/24/17,Fri,0
City Hotel,Check-Out,3/20/16,Sun,0
Resort Hotel,Check-Out,4/27/17,Thu,1
Resort Hotel,Check-Out,12/20/16,Tue,0
Resort Hotel,Check-Out,6/5/17,Mon,0
City Hotel,Canceled,9/24/15,Thu,1
City Hotel,Check-Out,8/18/17,Fri,3
City Hotel,Check-Out,11/1/16,Tue,1
Resort Hotel,Canceled,1/2/16,Sat,0
Resort Hotel,Canceled,10/21/16,Fri,0
Resort Hotel,Check-Out,8/21/16,Sun,0
City Hotel,Check-Out,6/9/17,Fri,1
City Hotel,Check-Out,4/15/17,Sat,0
Resort Hotel,Check-Out,6/28/16,Tue,0
Resort Hotel,Check-Out,10/23/15,Fri,0
City Hotel,Check-Out,2/23/17,Thu,0
Resort Hotel,Check-Out,7/13/17,Thu,2
Resort Hotel,Check-Out,1/11/17,Wed,1
Resort Hotel,Check-Out,10/18/16,Tue,0
City Hotel,,9/26/16,Mon,1
Resort Hotel,Canceled,7/4/17,Tue,1
City Hotel,Check-Out,6/1/17,Thu,1
Resort Hotel,Check-Out,5/25/17,Thu,1
City Hotel,Canceled,6/26/16,Sun,0
City Hotel,Check-Out,4/1/16,Fri,0
City Hotel,Canceled,10/25/16,Tue,0
City Hotel,Check-Out,8/2/17,Wed,0
Resort Hotel,Canceled,1/17/17,Tue,2
City Hotel,Canceled,7/27/16,Wed,0
City Hotel,Check-Out,8/29/16,Mon,2
City Hotel,Canceled,1/14/17,Sat,2
City Hotel,Check-Out,4/10/17,Mon,1
Resort Hotel,Check-Out,8/27/17,Sun,3
Resort Hotel,Check-Out,2/27/16,Sat,0
City Hotel,Canceled,3/20/16,Sun,0
City Hotel,Canceled,5/25/16,Wed,1
City Hotel,Check-Out,7/8/17,Sat,2
City Hotel,Check-Out,7/20/16,Wed,0
Resort Hotel,,9/30/16,Fri,0
City Hotel,Check-Out,2/13/16,Sat,1
Resort Hotel,Canceled,4/9/16,Sat,0
City Hotel,Canceled,9/5/15,Sat,1
Resort Hotel,Check-Out,8/18/15,Tue,2
City Hotel,Check-Out,1/28/17,Sat,1
Resort Hotel,Canceled,5/16/16,Mon,0
City Hotel,Canceled,10/6/15,Tue,1
City Hotel,Check-Out,5/19/16,Thu,0
City Hotel,Check-Out,5/6/17,Sat,1
Resort Hotel,Check-Out,1/25/17,Wed,1
Resort Hotel,Check-Out,2/27/16,Sat,0
Resort Hotel,Canceled,6/25/17,Sun,0
City Hotel,Check-Out,8/22/17,Tue,0
Resort Hotel,Check-Out,8/25/16,Thu,1
City Hotel,Canceled,2/23/17,Thu,0
City Hotel,Check-Out,3/9/16,Wed,0
City Hotel,Canceled,4/27/16,Wed,2
City Hotel,Canceled,8/18/16,Thu,0
City Hotel,Check-Out,2/4/17,Sat,1
Resort Hotel,Canceled,5/3/17,Wed,1
City Hotel,Canceled,5/1/17,Mon,0
City Hotel,Check-Out,4/28/17,Fri,0
City Hotel,Canceled,4/19/17,Wed,2
City Hotel,Check-Out,3/20/17,Mon,2
City Hotel,Canceled,5/24/16,Tue,0
City Hotel,Check-Out,11/5/16,Sat,0
Resort Hotel,Canceled,10/3/15,Sat,0
City Hotel,,9/16/16,Fri,2
Resort Hotel,Check-Out,10/18/16,Tue,1
City Hotel,Check-Out,2/25/17,Sat,0
City Hotel,Canceled,4/30/16,Sat,0
City Hotel,Canceled,7/27/15,Mon,0
City Hotel,Canceled,6/7/16,Tue,2
Resort Hotel,Check-Out,12/5/15,Sat,0
Resort Hotel,Canceled,10/15/16,Sat,0
City Hotel,Check-Out,4/10/17,Mon,0
City Hotel,Canceled,6/8/17,Thu,1
City Hotel,Check-Out,5/20/16,Fri,1
Resort Hotel,Check-Out,11/25/16,Fri,1
City Hotel,Canceled,2/15/17,Wed,1
City Hotel,Canceled,4/9/16,Sat,0
Resort Hotel,Check-Out,1/8/17,Sun,0
City Hotel,Check-Out,3/20/17,Mon,0
City Hotel,Check-Out,11/11/16,Fri,0
Resort Hotel,Check-Out,2/7/16,Sun,0
City Hotel,Check-Out,7/11/15,Sat,0
City Hotel,Canceled,5/18/17,Thu,1
Resort Hotel,Check-Out,11/20/15,Fri,1
City Hotel,Canceled,9/17/15,Thu,3
City Hotel,Canceled,9/19/15,Sat,1
City Hotel,Check-Out,8/8/17,Tue,2
Resort Hotel,Check-Out,6/6/16,Mon,0
Resort Hotel,Canceled,2/26/16,Fri,0
Resort Hotel,Check-Out,1/12/17,Thu,0
City Hotel,Check-Out,7/6/16,Wed,0
City Hotel,Canceled,11/17/16,Thu,0
City Hotel,Check-Out,7/7/17,Fri,1
Resort Hotel,Canceled,8/17/17,Thu,0
Resort Hotel,,9/20/16,Tue,1
City Hotel,Check-Out,1/11/17,Wed,0
City Hotel,Check-Out,4/17/17,Mon,3
City Hotel,Check-Out,4/28/17,Fri,0
Resort Hotel,Check-Out,2/14/16,Sun,0
City Hotel,Canceled,8/14/15,Fri,0
City Hotel,Check-Out,1/12/17,Thu,0
City Hotel,Check-Out,12/4/16,Sun,0
City Hotel,Check-Out,12/5/15,Sat,0
Resort Hotel,Canceled,12/24/16,Sat,0
Resort Hotel,Check-Out,7/2/17,Sun,1
City Hotel,Check-Out,3/4/16,Fri,0
City Hotel,Canceled,8/22/16,Mon,0
Resort Hotel,Check-Out,5/5/16,Thu,0
City Hotel,Check-Out,5/10/16,Tue,0
Resort Hotel,Check-Out,2/24/17,Fri,0
Resort Hotel,Check-Out,10/29/16,Sat,0
City Hotel,Check-Out,5/18/17,Thu,0
Resort Hotel,Check-Out,7/31/16,Sun,1
Resort Hotel,Canceled,2/26/16,Fri,0
City Hotel,Canceled,4/20/16,Wed,0
City Hotel,Check-Out,7/27/17,Thu,1
Resort Hotel,Check-Out,4/4/16,Mon,0
City Hotel,Check-Out,5/11/16,Wed,1
Resort Hotel,Check-Out,4/16/16,Sat,0
City Hotel,Check-Out,7/25/16,Mon,0
Resort Hotel,Canceled,6/16/17,Fri,2
City Hotel,Check-Out,10/29/15,Thu,0
City Hotel,Canceled,7/18/15,Sat,0
City Hotel,Check-Out,4/8/16,Fri,0
Resort Hotel,Check-Out,2/8/17,Wed,0
Resort Hotel,Check-Out,6/2/17,Fri,3
City Hotel,Canceled,9/16/15,Wed,3
City Hotel,Canceled,11/24/15,Tue,3
City Hotel,Check-Out,7/15/15,Wed,0
City Hotel,Canceled,3/19/16,Sat,0
City Hotel,Canceled,4/5/17,Wed,1
City Hotel,Check-Out,3/5/17,Sun,0
Resort Hotel,Check-Out,12/5/15,Sat,2
City Hotel,,9/16/16,Fri,2
City Hotel,Canceled,8/31/16,Wed,1
City Hotel,Check-Out,5/31/16,Tue,0
City Hotel,Canceled,6/14/16,Tue,0
Resort Hotel,Check-Out,4/5/16,Tue,1
City Hotel,Canceled,7/10/17,Mon,2
Resort Hotel,Check-Out,6/28/16,Tue,0
City Hotel,Check-Out,2/24/17,Fri,0
City Hotel,Canceled,7/23/17,Sun,1
City Hotel,Check-Out,6/4/17,Sun,0
Resort Hotel,Check-Out,6/2/16,Thu,0
Resort Hotel,Canceled,4/28/16,Thu,0
City Hotel,Canceled,10/24/15,Sat,0
Resort Hotel,Check-Out,10/8/15,Thu,0
City Hotel,Check-Out,4/17/17,Mon,0
City Hotel,Canceled,6/20/17,Tue,0
City Hotel,Canceled,10/14/16,Fri,1
City Hotel,Check-Out,7/12/16,Tue,1
City Hotel,Check-Out,7/28/15,Tue,0
City Hotel,Check-Out,12/25/16,Sun,0
Resort Hotel,Canceled,7/15/16,Fri,0
City Hotel,Canceled,6/2/17,Fri,0
Resort Hotel,Check-Out,5/16/16,Mon,0
Resort Hotel,Check-Out,1/25/17,Wed,0
City Hotel,Check-Out,5/13/17,Sat,2
City Hotel,Check-Out,2/17/17,Fri,0
Resort Hotel,Check-Out,2/5/16,Fri,1
Resort Hotel,Canceled,10/25/16,Tue,1
City Hotel,Check-Out,3/19/17,Sun,1
Resort Hotel,Check-Out,1/4/16,Mon,0
Resort Hotel,Check-Out,4/10/17,Mon,1
City Hotel,Canceled,4/14/16,Thu,0
City Hotel,Canceled,8/7/16,Sun,0
City Hotel,Check-Out,7/15/17,Sat,4
City Hotel,Check-Out,12/19/16,Mon,0
City Hotel,Canceled,6/15/16,Wed,1
Resort Hotel,Check-Out,5/26/16,Thu,0
Resort Hotel,Check-Out,12/3/15,Thu,0
Resort Hotel,Check-Out,6/27/16,Mon,0
Resort Hotel,Canceled,6/25/17,Sun,0
City Hotel,Canceled,6/14/16,Tue,0
City Hotel,,9/20/16,Tue,0
Resort Hotel,Check-Out,3/8/16,Tue,0
City Hotel,,9/19/16,Mon,2
City Hotel,Check-Out,2/15/17,Wed,0
City Hotel,Check-Out,3/17/17,Fri,1
City Hotel,Check-Out,7/16/17,Sun,1
City Hotel,Canceled,5/27/17,Sat,1
City Hotel,Check-Out,2/21/16,Sun,0
Resort Hotel,Check-Out,7/30/17,Sun,0
Resort Hotel,Check-Out,3/16/16,Wed,0
Resort Hotel,Check-Out,12/27/16,Tue,0
Resort Hotel,Canceled,8/7/17,Mon,0
Resort Hotel,Canceled,3/23/17,Thu,2
Resort Hotel,Canceled,5/22/17,Mon,2
City Hotel,Canceled,5/20/16,Fri,0
Resort Hotel,Canceled,2/21/16,Sun,1
City Hotel,Check-Out,6/22/17,Thu,0
City Hotel,Check-Out,4/4/16,Mon,0
City Hotel,Check-Out,6/6/17,Tue,1
Resort Hotel,,9/24/16,Sat,0
Resort Hotel,Canceled,10/31/15,Sat,0
City Hotel,Canceled,10/13/16,Thu,0
Resort Hotel,Check-Out,5/9/17,Tue,0
City Hotel,Check-Out,3/9/16,Wed,0
City Hotel,Canceled,6/2/16,Thu,0
Resort Hotel,Check-Out,1/30/17,Mon,0
City Hotel,Check-Out,7/31/17,Mon,0
City Hotel,Canceled,10/29/15,Thu,0
City Hotel,Canceled,8/11/17,Fri,2
City Hotel,Check-Out,9/13/15,Sun,0
City Hotel,Check-Out,12/27/16,Tue,1
City Hotel,Canceled,9/17/15,Thu,1
City Hotel,Check-Out,4/3/17,Mon,0
City Hotel,Canceled,12/8/16,Thu,1
Resort Hotel,Check-Out,10/30/15,Fri,0
Resort Hotel,Canceled,8/15/16,Mon,1
City Hotel,Canceled,12/29/16,Thu,0
City Hotel,Check-Out,3/17/17,Fri,0
City Hotel,Check-Out,1/17/17,Tue,2
Resort Hotel,Check-Out,6/22/16,Wed,0
City Hotel,Canceled,2/26/16,Fri,0
Resort Hotel,Check-Out,4/27/17,Thu,0
City Hotel,Canceled,3/25/17,Sat,0
Resort Hotel,Canceled,3/10/16,Thu,0
City Hotel,Check-Out,5/5/16,Thu,0
Resort Hotel,Check-Out,8/23/15,Sun,0
Resort Hotel,Check-Out,7/26/16,Tue,0
City Hotel,,9/9/16,Fri,0
City Hotel,Canceled,6/20/16,Mon,0
City Hotel,Canceled,5/20/17,Sat,1
Resort Hotel,Canceled,8/13/16,Sat,0
City Hotel,Check-Out,8/15/17,Tue,3
Resort Hotel,Check-Out,4/9/16,Sat,0
City Hotel,Canceled,4/19/16,Tue,1
City Hotel,Canceled,7/7/16,Thu,2
Resort Hotel,Canceled,8/10/15,Mon,0
City Hotel,Check-Out,7/4/17,Tue,1
Resort Hotel,Canceled,8/1/17,Tue,1
Resort Hotel,Canceled,8/11/17,Fri,1
Resort Hotel,Canceled,10/17/16,Mon,0
City Hotel,Check-Out,5/31/16,Tue,0
City Hotel,Check-Out,5/24/16,Tue,0
City Hotel,Check-Out,7/18/16,Mon,1
City Hotel,Check-Out,11/3/16,Thu,1
City Hotel,Check-Out,4/24/17,Mon,0
Resort Hotel,Check-Out,2/23/16,Tue,0
City Hotel,Canceled,5/9/16,Mon,0
City Hotel,Check-Out,8/16/15,Sun,0
City Hotel,Canceled,11/7/15,Sat,0
City Hotel,Canceled,6/2/17,Fri,2
City Hotel,Canceled,9/19/15,Sat,0
City Hotel,Check-Out,10/14/16,Fri,1
City Hotel,Canceled,4/30/16,Sat,2
Resort Hotel,Check-Out,11/28/16,Mon,0
Resort Hotel,Check-Out,7/21/17,Fri,1
City Hotel,Canceled,10/21/16,Fri,0
City Hotel,Canceled,1/25/17,Wed,0
City Hotel,Canceled,8/5/16,Fri,0
City Hotel,Check-Out,9/23/15,Wed,0
City Hotel,Canceled,10/1/15,Thu,0
Resort Hotel,Check-Out,8/18/17,Fri,0
City Hotel,Canceled,1/2/17,Mon,0
City Hotel,Check-Out,5/14/16,Sat,0
City Hotel,Canceled,8/28/16,Sun,0
Resort Hotel,Check-Out,4/14/16,Thu,0
City Hotel,Check-Out,5/26/16,Thu,1
Resort Hotel,Check-Out,6/3/17,Sat,3
Resort Hotel,Canceled,11/3/16,Thu,0
City Hotel,Check-Out,4/12/17,Wed,1
City Hotel,Canceled,6/15/16,Wed,0
City Hotel,Canceled,5/20/17,Sat,2
City Hotel,,9/18/16,Sun,1
City Hotel,Check-Out,6/6/17,Tue,0
City Hotel,Check-Out,1/18/17,Wed,0
City Hotel,Check-Out,5/16/16,Mon,1
City Hotel,Canceled,8/13/16,Sat,3
City Hotel,Check-Out,11/30/16,Wed,0
Resort Hotel,Check-Out,4/23/16,Sat,1
City Hotel,Check-Out,7/8/16,Fri,1
City Hotel,Check-Out,6/6/17,Tue,0
City Hotel,Check-Out,8/2/16,Tue,0
City Hotel,Check-Out,6/24/16,Fri,2
City Hotel,,9/29/16,Thu,1
City Hotel,Canceled,7/5/16,Tue,1
City Hotel,Check-Out,7/22/17,Sat,0
Resort Hotel,Canceled,9/15/15,Tue,2
City Hotel,Canceled,3/16/17,Thu,0
City Hotel,Check-Out,12/29/15,Tue,0
City Hotel,Check-Out,6/4/17,Sun,0
City Hotel,Canceled,10/16/15,Fri,0
Resort Hotel,Check-Out,3/9/17,Thu,0
City Hotel,Canceled,1/14/17,Sat,0
City Hotel,Canceled,5/20/16,Fri,0
Resort Hotel,Check-Out,7/27/17,Thu,2
Resort Hotel,Check-Out,2/15/17,Wed,0
City Hotel,Check-Out,9/17/15,Thu,0
City Hotel,Check-Out,8/2/17,Wed,0
City Hotel,Canceled,7/6/16,Wed,0
City Hotel,Check-Out,12/1/16,Thu,1
City Hotel,Canceled,10/17/16,Mon,0
City Hotel,Check-Out,3/20/17,Mon,0
Resort Hotel,Check-Out,12/15/16,Thu,0
