,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
82348,313 - CHEST PAIN,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,CA - San Diego,25,24593.24,5746.88,3758.48
82349,313 - CHEST PAIN,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,CA - San Francisco,27,44102.25,7794.92,6921.62
82350,313 - CHEST PAIN,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,CA - San Bernardino,27,17097.11,4329.74,3314.51
82351,313 - CHEST PAIN,50056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,LANCASTER,CA,93534,CA - Los Angeles,178,15021.8,4622.76,3680.66
82352,313 - CHEST PAIN,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,CA - Bakersfield,125,20898.24,4375.76,3102.54
82353,313 - CHEST PAIN,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,CA - Los Angeles,60,27182.25,5347.18,4486.78
82354,313 - CHEST PAIN,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93715,CA - Fresno,112,22252.66,5466.58,4563.82
82355,313 - CHEST PAIN,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90028,CA - Los Angeles,60,31580.41,6161.0,5390.88
82356,313 - CHEST PAIN,50075,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,CA,94611,CA - Alameda County,12,21144.33,4857.0,4105.0
82357,313 - CHEST PAIN,50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,CA - San Diego,68,29354.29,4918.75,3997.5
82358,313 - CHEST PAIN,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,CA - Los Angeles,13,29332.07,4179.61,3022.07
82359,313 - CHEST PAIN,50079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,CA,94806,CA - San Francisco,73,37053.76,5213.45,4299.49
82360,313 - CHEST PAIN,50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,CA - Ventura,98,30570.08,4484.89,3319.46
82361,313 - CHEST PAIN,50084,ST JOSEPHS MED CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,CA - Stockton,47,38929.08,4747.36,3698.82
82362,313 - CHEST PAIN,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,CA - San Bernardino,27,30090.33,5540.48,4934.92
82363,313 - CHEST PAIN,50091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,CA - Los Angeles,18,25129.5,5266.16,4328.16
82364,313 - CHEST PAIN,50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,CA - Fresno,197,18450.18,4095.21,3093.37
82365,313 - CHEST PAIN,50099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,UPLAND,CA,91786,CA - San Bernardino,40,28167.72,3790.37,2947.3
82366,313 - CHEST PAIN,50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,CA - San Diego,42,36706.66,4503.4,3570.11
82367,313 - CHEST PAIN,50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,CA - San Francisco,23,29109.3,5524.47,4361.43
82368,313 - CHEST PAIN,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,CA - San Bernardino,29,35647.58,5049.0,3582.34
82369,313 - CHEST PAIN,50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,CA - Los Angeles,94,29103.77,5963.82,5151.06
82370,313 - CHEST PAIN,50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,CA - Los Angeles,57,29680.68,6057.01,5298.03
82371,313 - CHEST PAIN,50107,MARIAN MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,CA - Santa Barbara,12,26529.41,5382.83,2854.91
82372,313 - CHEST PAIN,50108,SUTTER GENERAL HOSPITAL,2801 L STREET,SACRAMENTO,CA,95816,CA - Sacramento,50,24998.34,4839.8,3936.12
82373,313 - CHEST PAIN,50111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,LOS ANGELES,CA,90004,CA - Los Angeles,37,19559.08,5059.0,4356.32
82374,313 - CHEST PAIN,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,CA - Los Angeles,64,24889.04,4701.39,3363.06
82375,313 - CHEST PAIN,50115,PALOMAR MEDICAL CENTER,555 E VALLEY PARKWAY,ESCONDIDO,CA,92025,CA - San Diego,28,23402.14,3893.0,3130.57
82376,313 - CHEST PAIN,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,CA - Los Angeles,90,38300.71,4544.8,3616.58
82377,313 - CHEST PAIN,50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,MANTECA,CA,95336,CA - Stockton,23,52980.65,3808.21,2925.17
82378,313 - CHEST PAIN,50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,CA,93230,CA - Fresno,182,13809.74,4270.05,3285.91
82379,313 - CHEST PAIN,50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,CA - Stockton,14,44557.07,4286.14,3486.71
82380,313 - CHEST PAIN,50124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,CA - Los Angeles,41,19131.12,3700.24,2769.78
82381,313 - CHEST PAIN,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,CA - San Jose,65,66827.55,6455.86,5343.38
82382,313 - CHEST PAIN,50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,CA - Los Angeles,36,21850.11,5420.94,4024.22
82383,313 - CHEST PAIN,50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,CA - San Diego,17,21343.11,4076.88,3216.88
82384,313 - CHEST PAIN,50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,CA - San Bernardino,77,27887.02,4546.33,3721.94
82385,313 - CHEST PAIN,50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,CA - Los Angeles,47,37953.91,4966.23,3964.48
82386,313 - CHEST PAIN,50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,CA,95901,CA - Sacramento,53,22615.92,4245.64,3330.84
82387,313 - CHEST PAIN,50135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,CA - Los Angeles,13,17135.92,5577.3,4883.15
82388,313 - CHEST PAIN,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,CA - Salinas,27,32270.96,6408.74,2948.62
82389,313 - CHEST PAIN,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,CA - Los Angeles,64,20409.25,5965.28,5147.06
82390,313 - CHEST PAIN,50153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,CA - San Jose,24,44902.7,5550.75,4802.75
82391,313 - CHEST PAIN,50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,CA - Los Angeles,13,25620.07,3662.23,2709.3
82392,313 - CHEST PAIN,50159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,VENTURA,CA,93003,CA - Ventura,26,20432.03,5852.38,5076.07
82393,313 - CHEST PAIN,50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,CA - Stockton,13,32366.84,6189.92,5154.84
82394,313 - CHEST PAIN,50168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,CA - Orange County,29,31588.0,3638.58,2943.68
82395,313 - CHEST PAIN,50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,WHITTIER,CA,90602,CA - Los Angeles,41,37190.6,4031.51,2986.85
82396,313 - CHEST PAIN,50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,CA - Santa Rosa,22,39413.72,4791.5,3708.22
82397,313 - CHEST PAIN,50179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,TURLOCK,CA,95382,CA - Modesto,135,34763.22,4200.68,3202.11
82398,313 - CHEST PAIN,50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CA - Contra Costa County,27,62419.81,5808.37,3200.74
82399,313 - CHEST PAIN,50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,CA - Los Angeles,34,28968.47,5468.94,4560.0
82400,313 - CHEST PAIN,50192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,CA - Fresno,18,12655.5,3849.0,2977.44
82401,313 - CHEST PAIN,50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,CA - Santa Cruz,34,43344.14,6107.73,5202.52
82402,313 - CHEST PAIN,50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,CA - Alameda County,42,56381.88,5777.19,4941.97
82403,313 - CHEST PAIN,50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,CA - Los Angeles,42,21292.97,3915.0,2928.26
82404,313 - CHEST PAIN,50211,ALAMEDA HOSPITAL,2070 CLINTON AVE,ALAMEDA,CA,94501,CA - Alameda County,19,28608.42,4741.0,3971.52
82405,313 - CHEST PAIN,50219,COAST PLAZA HOSPITAL,13100 STUDEBAKER RD,NORWALK,CA,90650,CA - Los Angeles,34,13489.08,4766.17,4000.55
82406,313 - CHEST PAIN,50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,CA - San Diego,70,35221.42,4419.62,3428.82
82407,313 - CHEST PAIN,50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,CA - Orange County,18,18669.83,3498.0,2631.77
82408,313 - CHEST PAIN,50225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,95969,CA - Chico,53,48067.05,3838.88,2885.0
82409,313 - CHEST PAIN,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,CA - Orange County,59,32735.27,4152.89,3075.15
82410,313 - CHEST PAIN,50228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,CA - San Francisco,26,22397.0,7747.3,6749.61
82411,313 - CHEST PAIN,50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,CA - Orange County,38,33320.76,7281.18,4685.52
82412,313 - CHEST PAIN,50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,CA - Los Angeles,40,40468.97,5163.02,4178.12
82413,313 - CHEST PAIN,50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,CA - San Luis Obispo,18,26889.61,3745.05,2754.0
82414,313 - CHEST PAIN,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,91505,CA - Los Angeles,96,43516.14,4102.18,3101.73
82415,313 - CHEST PAIN,50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,CA - Ventura,23,30394.86,3728.0,2797.04
82416,313 - CHEST PAIN,50238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,91006,CA - Los Angeles,89,24327.88,4171.0,3203.03
82417,313 - CHEST PAIN,50239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,CA - Los Angeles,121,37007.21,5378.23,4475.2
82418,313 - CHEST PAIN,50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,CA - Santa Cruz,29,33289.06,4994.41,4099.93
82419,313 - CHEST PAIN,50243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,CA - Palm Springs/Rancho M,43,42641.2,5098.41,3041.04
82420,313 - CHEST PAIN,50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,CA - San Bernardino,112,15729.06,6192.2,5286.08
82421,313 - CHEST PAIN,50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,CA - Salinas,28,35858.21,7006.1,6039.25
82422,313 - CHEST PAIN,50254,MARSHALL MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE,CA,95667,CA - Sacramento,35,49313.57,4672.25,2930.22
82423,313 - CHEST PAIN,50257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,CA - Bakersfield,11,11232.27,5152.9,4438.36
82424,313 - CHEST PAIN,50261,SIERRA VIEW DISTRICT HOSPITAL,465 W PUTNAM AVE,PORTERVILLE,CA,93257,CA - Bakersfield,29,14500.58,4994.03,3703.68
82425,313 - CHEST PAIN,50262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,CA - Los Angeles,21,27217.28,7193.09,6390.61
82426,313 - CHEST PAIN,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,57,20589.84,3777.77,2873.57
82427,313 - CHEST PAIN,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ,CA,94553,CA - Contra Costa County,20,15988.25,8985.15,8195.95
82428,313 - CHEST PAIN,50277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,18,34973.05,5697.27,5054.44
82429,313 - CHEST PAIN,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,CA - Los Angeles,63,50707.39,4529.84,3332.22
82430,313 - CHEST PAIN,50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,CA - Palm Springs/Rancho M,17,18409.7,4564.0,3704.0
82431,313 - CHEST PAIN,50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,CA - Redding,14,24885.64,5006.92,3284.57
82432,313 - CHEST PAIN,50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,CA - San Mateo County,15,53408.46,5110.2,4058.86
82433,313 - CHEST PAIN,50290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,CA - Los Angeles,19,19616.21,3540.84,2324.73
82434,313 - CHEST PAIN,50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,CA - San Bernardino,81,20146.6,5286.11,4346.09
82435,313 - CHEST PAIN,50296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,CA - San Jose,32,19807.21,5543.0,4627.25
82436,313 - CHEST PAIN,50298,BARSTOW COMMUNITY HOSPITAL,555 SOUTH SEVENTH AVENUE,BARSTOW,CA,92311,CA - San Bernardino,16,38904.62,4862.0,4087.75
82437,313 - CHEST PAIN,50300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,CA - San Bernardino,154,26248.93,4220.66,3188.59
82438,313 - CHEST PAIN,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVE,BERKELEY,CA,94705,CA - Alameda County,51,30274.98,5953.72,5138.11
82439,313 - CHEST PAIN,50309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,CA - Sacramento,50,24086.32,4117.52,2954.82
82440,313 - CHEST PAIN,50320,ALAMEDA COUNTY MEDICAL CENTER,1411 E 31ST ST,OAKLAND,CA,94602,CA - Alameda County,20,15588.05,7866.65,7092.0
82441,313 - CHEST PAIN,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,CA - San Diego,16,31329.5,3468.37,2692.12
82442,313 - CHEST PAIN,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,CA - San Bernardino,48,22532.43,6078.08,5374.58
82443,313 - CHEST PAIN,50329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,CA - Orange County,75,23143.22,4379.18,3208.68
82444,313 - CHEST PAIN,50334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,CA - Salinas,40,25986.4,5344.52,3905.7
82445,313 - CHEST PAIN,50335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,SONORA,CA,95370,CA - Modesto,28,26998.25,5210.46,3407.35
82446,313 - CHEST PAIN,50336,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,LODI,CA,95240,CA - Sacramento,87,47352.62,4353.45,3203.31
82447,313 - CHEST PAIN,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,CA - San Diego,30,18785.06,4592.2,3699.4
82448,313 - CHEST PAIN,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,CA - Orange County,22,40456.95,6375.13,5395.27
82449,313 - CHEST PAIN,50350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,CA - Los Angeles,66,11123.72,4805.0,3853.24
82450,313 - CHEST PAIN,50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,CA - Los Angeles,55,39488.12,3778.1,2967.74
82451,313 - CHEST PAIN,50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,CA - Los Angeles,44,37865.45,4061.75,2907.65
82452,313 - CHEST PAIN,50359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,TULARE,CA,93274,CA - Bakersfield,60,11704.61,4543.0,3740.26
82453,313 - CHEST PAIN,50360,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,CA - San Francisco,37,33981.1,4602.37,3598.81
82454,313 - CHEST PAIN,50367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,CA - Contra Costa County,49,60588.69,7093.46,4510.06
82455,313 - CHEST PAIN,50376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90509,CA - Los Angeles,11,15835.36,7288.9,6468.54
82456,313 - CHEST PAIN,50378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,CA - Los Angeles,25,11322.96,5766.44,4746.12
82457,313 - CHEST PAIN,50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,CA - San Jose,42,47722.42,5115.5,3561.76
82458,313 - CHEST PAIN,50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,CA - Los Angeles,140,18899.82,5021.2,4065.29
82459,313 - CHEST PAIN,50390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,CA - San Bernardino,49,17804.79,4066.63,3292.26
82460,313 - CHEST PAIN,50393,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,CA - Los Angeles,92,39956.78,4673.97,3566.91
82461,313 - CHEST PAIN,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,CA - Ventura,12,31206.0,3701.66,2344.33
82462,313 - CHEST PAIN,50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,CA - Santa Barbara,33,14839.6,4108.96,3156.9
82463,313 - CHEST PAIN,50407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,CA - San Francisco,24,21014.45,4661.0,3728.33
82464,313 - CHEST PAIN,50414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,CA - Sacramento,36,30691.44,4187.41,2827.91
82465,313 - CHEST PAIN,50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,CA - Orange County,52,27391.23,4066.61,3265.46
82466,313 - CHEST PAIN,50435,FALLBROOK HOSPITAL,624 E ELDER ST,FALLBROOK,CA,92028,CA - San Diego,18,20401.27,4222.0,3345.11
82467,313 - CHEST PAIN,50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,CA - Los Angeles,190,25412.96,4280.82,3267.95
82468,313 - CHEST PAIN,50441,STANFORD HOSPITAL,300 PASTEUR DRIVE,STANFORD,CA,94305,CA - San Mateo County,18,57221.33,7302.27,6551.16
82469,313 - CHEST PAIN,50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,CA - Modesto,35,25256.28,5083.17,3746.2
82470,313 - CHEST PAIN,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,CA - San Francisco,16,37836.75,7729.93,6955.68
82471,313 - CHEST PAIN,50455,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,CA - Bakersfield,129,20426.77,4228.0,3332.2
82472,313 - CHEST PAIN,50464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,CA - Modesto,22,79146.59,4816.54,3880.59
82473,313 - CHEST PAIN,50471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,CA - Los Angeles,75,31148.46,5139.37,4215.53
82474,313 - CHEST PAIN,50481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,CA - Los Angeles,28,33025.32,3752.39,2587.25
82475,313 - CHEST PAIN,50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,202,23267.23,4603.03,3611.7
82476,313 - CHEST PAIN,50488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,CA - Alameda County,59,23853.16,4972.89,4114.93
82477,313 - CHEST PAIN,50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CA - Contra Costa County,21,61107.33,4667.0,3501.28
82478,313 - CHEST PAIN,50502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,CA - Los Angeles,29,33824.79,5732.96,5028.31
82479,313 - CHEST PAIN,50512,KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD,27400 HESPERIAN BLVD,HAYWARD,CA,94545,CA - Alameda County,11,14908.18,4491.27,3670.9
82480,313 - CHEST PAIN,50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,CA - Sacramento,76,36026.89,5714.11,3485.68
82481,313 - CHEST PAIN,50517,VICTOR VALLEY COMMUNITY HOSPITAL,15248 11TH ST,VICTORVILLE,CA,92392,CA - San Bernardino,16,23400.81,5014.43,4108.87
82482,313 - CHEST PAIN,50523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CA - Contra Costa County,23,24593.21,5086.17,4063.73
82483,313 - CHEST PAIN,50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEAC,CA,92647,CA - Orange County,16,14684.0,4124.75,3142.25
82484,313 - CHEST PAIN,50534,"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",47-111 MONROE STREET,INDIO,CA,92201,CA - San Diego,25,31978.28,5089.12,4256.56
82485,313 - CHEST PAIN,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,CA - Ventura,51,28320.03,4684.88,3237.13
82486,313 - CHEST PAIN,50551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,CA - Orange County,23,33602.39,3682.0,2994.34
82487,313 - CHEST PAIN,50557,MEMORIAL  MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,CA - Modesto,105,30443.94,4222.59,2914.2
82488,313 - CHEST PAIN,50567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,CA - Orange County,61,31299.59,3839.59,2844.34
82489,313 - CHEST PAIN,50568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,CA - Fresno,15,8396.86,5067.4,4319.13
82490,313 - CHEST PAIN,50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,CA - Orange County,43,42541.67,5099.27,4264.3
82491,313 - CHEST PAIN,50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,CA - Palm Springs/Rancho M,197,35489.19,3604.06,2420.96
82492,313 - CHEST PAIN,50575,TRI-CITY REGIONAL MEDICAL CENTER,21530 S PIONEER BLVD,HAWAIIAN GARDEN,CA,90716,CA - Los Angeles,15,22404.33,4471.0,3569.66
